,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
2156,Tata Indigo TDI,2008,80000,150000,Diesel,Individual,Manual,Third Owner,Tata
2157,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner,Ford
2158,Maruti Swift Dzire VDI,2014,425000,150000,Diesel,Individual,Manual,First Owner,Maruti
2159,Hyundai i20 Asta Option 1.4 CRDi,2015,500000,80000,Diesel,Individual,Manual,First Owner,Hyundai
2160,Hyundai Santro Xing XG eRLX Euro III,2005,70000,170000,Petrol,Individual,Manual,Third Owner,Hyundai
2161,Honda Amaze S i-Dtech,2013,349000,120000,Diesel,Individual,Manual,First Owner,Honda
2162,Hyundai i20 1.2 Sportz,2012,330000,90000,Petrol,Individual,Manual,Third Owner,Hyundai
2163,Hyundai Santro Xing GLS,2010,120000,90000,Petrol,Individual,Manual,Third Owner,Hyundai
2164,Hyundai Verna 1.6 SX CRDi (O),2013,430000,100000,Diesel,Individual,Manual,Second Owner,Hyundai
2165,Maruti Swift VDI BSIV,2014,390000,90000,Diesel,Individual,Manual,First Owner,Maruti
2166,Nissan Micra Diesel XV Primo,2012,225000,129000,Diesel,Individual,Manual,First Owner,Nissan
2167,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,350000,186000,Diesel,Individual,Automatic,Second Owner,Mahindra
2168,Tata Sumo LX,2009,100000,66778,Diesel,Individual,Manual,First Owner,Tata
2169,Hyundai EON Era Plus,2014,190000,50000,Petrol,Individual,Manual,First Owner,Hyundai
2170,Hyundai i20 Sportz 1.4 CRDi,2014,315000,110000,Diesel,Individual,Manual,Second Owner,Hyundai
2171,Hyundai Grand i10 CRDi Magna,2015,300000,60000,Diesel,Individual,Manual,Second Owner,Hyundai
2172,Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,First Owner,Renault
2191,Tata Tiago 1.2 Revotron XZ,2018,539000,10000,Petrol,Individual,Manual,First Owner,Tata
2192,Maruti Celerio ZXI,2017,420000,50000,Petrol,Individual,Manual,First Owner,Maruti
2193,Maruti Omni E 8 Str STD,2001,85000,70000,Petrol,Individual,Manual,Third Owner,Maruti
2194,OpelCorsa 1.6Gls,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,OpelCorsa
2195,Hyundai EON D Lite,2014,180000,76000,Petrol,Individual,Manual,Second Owner,Hyundai
2196,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000,120000,Diesel,Individual,Manual,Second Owner,Chevrolet
2197,Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000,170000,Diesel,Individual,Automatic,Third Owner,Mahindra
2198,Hyundai Santro Xing XG,2003,85000,110000,Petrol,Individual,Manual,Second Owner,Hyundai
2199,Honda Brio 1.2 S MT,2016,350000,63400,Petrol,Individual,Manual,First Owner,Honda
2200,Datsun GO Plus T BSIV,2015,380000,25000,Petrol,Individual,Manual,First Owner,Datsun
2201,Hyundai i10 Era,2009,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai
2202,Maruti Wagon R VXI BS IV,2012,200000,90000,Petrol,Individual,Manual,First Owner,Maruti
2203,Hyundai Santro Xing GL,2011,150000,157000,Petrol,Individual,Manual,First Owner,Hyundai
2206,Mahindra Bolero SLX 2WD,2007,300000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
2207,Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,First Owner,Renault
2208,Maruti Alto K10 2010-2014 VXI,2011,200000,40000,Petrol,Individual,Manual,First Owner,Maruti
2209,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000,38500,Petrol,Individual,Manual,Second Owner,Chevrolet
2210,Hyundai i10 Magna,2008,140000,103921,Petrol,Individual,Manual,Second Owner,Hyundai
2212,Honda City i-VTEC VX,2018,1150000,14825,Petrol,Dealer,Manual,First Owner,Honda
2213,Honda BR-V i-DTEC VX MT,2016,910000,43377,Diesel,Dealer,Manual,First Owner,Honda
2214,Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Dealer,Manual,First Owner,Ford
2215,Maruti Zen LX,2004,105000,79000,Petrol,Individual,Manual,Second Owner,Maruti
2218,Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
2219,Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner,Chevrolet
2221,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,Chevrolet
2223,Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,Honda
2225,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,Ford
2227,Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,Hyundai
2230,Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,Renault
2231,Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,Maruti
2232,Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,Maruti
2235,Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,First Owner,Toyota
2274,Maruti Baleno Alpha 1.3,2017,650000,70000,Diesel,Individual,Manual,First Owner,Maruti
2275,Chevrolet Spark 1.0 LS,2011,140000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet
2276,Maruti Alto LXi,2011,150000,70000,Petrol,Individual,Manual,First Owner,Maruti
2277,Datsun GO Plus A Option Petrol,2018,450000,10000,Petrol,Individual,Manual,Second Owner,Datsun
2278,Hyundai Accent CRDi,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai
2279,Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Individual,Manual,First Owner,Renault
2280,Tata Tiago 1.2 Revotron XE,2016,300000,30000,Petrol,Individual,Manual,First Owner,Tata
2281,Maruti Alto 800 Base,2012,250000,8000,Petrol,Individual,Manual,First Owner,Maruti
2282,Tata Tigor 1.2 Revotron XM,2019,500000,10000,Petrol,Individual,Manual,First Owner,Tata
2283,Hyundai Accent CRDi,2002,85000,100000,Diesel,Individual,Manual,Third Owner,Hyundai
2284,Nissan Sunny Diesel XL,2012,300000,110000,Diesel,Individual,Manual,First Owner,Nissan
2286,Mahindra XUV500 AT W8 FWD,2015,740000,45000,Diesel,Dealer,Automatic,First Owner,Mahindra
2287,Hyundai Santro Xing XG,2005,70000,68500,Petrol,Dealer,Manual,First Owner,Hyundai
2288,Hyundai Santro Sportz AMT,2019,484999,5007,Petrol,Dealer,Automatic,First Owner,Hyundai
2289,Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,First Owner,Nissan
2290,Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,First Owner,Honda
2291,Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
2292,Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner,Maruti
2293,BMW 7 Series 730Ld,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner,BMW
2294,Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,First Owner,Hyundai
2295,Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner,Audi
2296,Hyundai i10 Sportz 1.2,2011,235000,43100,Petrol,Dealer,Manual,First Owner,Hyundai
2297,Datsun GO Plus T,2017,350000,10171,Petrol,Dealer,Manual,First Owner,Datsun
2298,Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,First Owner,Renault
2299,Toyota Camry Hybrid 2.5,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,Toyota
2300,Honda City i DTec SV,2014,450000,40000,Diesel,Dealer,Manual,First Owner,Honda
2301,Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Dealer,Manual,First Owner,Volkswagen
2302,Mahindra Marazzo M2 8Str,2019,900000,20000,Diesel,Individual,Manual,First Owner,Mahindra
2303,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Dealer,Manual,First Owner,Ford
2304,Chevrolet Spark 1.0 LS,2009,135000,90000,Petrol,Individual,Manual,First Owner,Chevrolet
2305,Maruti Celerio ZXI MT BSIV,2019,425000,3700,Petrol,Individual,Manual,First Owner,Maruti
2306,Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,Tata
2307,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Individual,Manual,Second Owner,Ford
2308,Tata Indica Vista Aqua 1.4 TDI,2011,90000,54000,Diesel,Individual,Manual,First Owner,Tata
2309,Hyundai EON Era Plus,2017,250000,19000,Petrol,Individual,Manual,First Owner,Hyundai
2310,Maruti Swift Dzire VDI,2014,300000,120000,Diesel,Individual,Manual,First Owner,Maruti
2311,Maruti Wagon R VXI BS IV,2014,275000,30000,Petrol,Individual,Manual,First Owner,Maruti
2312,Honda BRV i-VTEC V MT,2017,600000,43500,Petrol,Individual,Manual,First Owner,Honda
2313,Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,Second Owner,Renault
2314,Renault KWID RXT Optional,2016,240000,70000,Petrol,Individual,Manual,Second Owner,Renault
2341,Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,Renault
2342,Maruti Omni 5 Str STD,1998,65000,60000,Petrol,Dealer,Manual,Third Owner,Maruti
2343,Maruti Swift Dzire VDI,2015,650000,58000,Diesel,Individual,Manual,First Owner,Maruti
2344,Maruti Wagon R LX BS IV,2014,350000,40000,Petrol,Dealer,Manual,First Owner,Maruti
2345,Maruti Wagon R LXI,2005,75000,70000,Petrol,Individual,Manual,Second Owner,Maruti
2346,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000,70000,Diesel,Dealer,Manual,First Owner,Hyundai
2347,Hyundai Santro Xing GLS,2013,270000,60000,Petrol,Individual,Manual,First Owner,Hyundai
2348,Toyota Innova 2.5 V Diesel 7-seater,2014,1150000,135000,Diesel,Dealer,Manual,First Owner,Toyota
2349,Maruti Omni 8 Seater BSII,2015,238000,70000,Petrol,Dealer,Manual,First Owner,Maruti
2350,Mercedes-Benz B Class B180 Sports,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz
2351,Mahindra XUV500 W10 2WD,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner,Mahindra
2352,Skoda Fabia 1.2L Diesel Ambiente,2010,260000,150000,Diesel,Individual,Manual,First Owner,Skoda
2353,Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,Third Owner,Toyota
2354,Toyota Etios Liva VD,2015,480000,70000,Diesel,Individual,Manual,First Owner,Toyota
2355,Toyota Etios Liva GD,2012,345000,137250,Diesel,Individual,Manual,Second Owner,Toyota
2356,Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,Second Owner,Mahindra
2357,Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Dealer,Manual,First Owner,Hyundai
2358,Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Dealer,Manual,First Owner,Hyundai
2359,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,Volkswagen
2360,Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car,Renault
2361,Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,First Owner,Hyundai
2362,Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car,Ford
2363,Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,First Owner,Renault
2364,Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Individual,Manual,First Owner,Maruti
2365,Nissan Terrano XL P,2017,844999,30000,Petrol,Individual,Manual,First Owner,Nissan
2366,Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Individual,Manual,First Owner,Maruti
2367,Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Individual,Manual,First Owner,Tata
2368,Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,Second Owner,Toyota
2369,Maruti Alto K10 LXI,2010,175000,64000,Petrol,Dealer,Manual,First Owner,Maruti
2370,Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Individual,Manual,First Owner,Maruti
2371,Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,First Owner,Renault
2372,Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Individual,Manual,First Owner,Maruti
2373,Toyota Corolla H3,2003,95000,120000,Petrol,Individual,Automatic,Second Owner,Toyota
2374,Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,First Owner,Maruti
2375,Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Individual,Manual,First Owner,Tata
2376,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Dealer,Manual,First Owner,Hyundai
2377,Maruti Alto 800 LXI,2013,225000,47000,Petrol,Dealer,Manual,First Owner,Maruti
2378,Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Individual,Manual,First Owner,Tata
2379,Maruti Alto 800 LXI,2018,305000,35000,Petrol,Dealer,Manual,First Owner,Maruti
2380,Maruti Wagon R Duo Lxi,2010,240000,50000,LPG,Dealer,Manual,First Owner,Maruti
2381,Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Dealer,Manual,First Owner,Maruti
2382,Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Dealer,Manual,First Owner,Maruti
2383,Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,First Owner,Mahindra
2384,Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,First Owner,Maruti
2385,Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Dealer,Manual,Second Owner,Chevrolet
2386,Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Dealer,Manual,First Owner,Maruti
2387,Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,First Owner,Renault
2388,Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Dealer,Manual,First Owner,Maruti
2389,Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,Maruti
2390,Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Dealer,Manual,First Owner,Hyundai
2391,Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Individual,Manual,First Owner,Chevrolet
2392,Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,First Owner,Maruti
2393,Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Individual,Manual,Second Owner,Maruti
2394,Toyota Innova 2.5 V Diesel 8-seater,2009,350000,350000,Diesel,Individual,Manual,First Owner,Toyota
2395,Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,Maruti
2396,Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Individual,Manual,First Owner,Maruti
2397,Hyundai EON Era Plus,2018,270000,20000,Petrol,Individual,Manual,First Owner,Hyundai
2398,Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,Second Owner,Maruti
2399,Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Individual,Manual,First Owner,Maruti
2400,Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,Second Owner,Ford
2401,Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000,267000,Diesel,Individual,Manual,Second Owner,Toyota
2402,Mahindra Scorpio 2.6 CRDe,2005,175000,250000,Diesel,Individual,Manual,Second Owner,Mahindra
2403,Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,Second Owner,Mahindra
2404,Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,Honda
2405,Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,Honda
2406,Honda City i-VTEC VX,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,Honda
2407,Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Dealer,Manual,First Owner,Honda
2408,Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,Maruti
2409,Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,Maruti
2410,Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,First Owner,Honda
2411,Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,First Owner,Maruti
2412,Honda City i DTEC V,2014,515000,90000,Diesel,Individual,Manual,Second Owner,Honda
2421,Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Individual,Manual,First Owner,Hyundai
2422,Mahindra TUV 300 T8,2017,650000,80000,Diesel,Individual,Manual,First Owner,Mahindra
2423,Hyundai Getz 1.3 GLS,2010,150000,105546,Petrol,Individual,Manual,First Owner,Hyundai
2424,Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Individual,Manual,First Owner,Toyota
2425,Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,Toyota
2426,Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Individual,Manual,First Owner,Hyundai
2428,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Individual,Manual,First Owner,Toyota
2429,Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner,Toyota
2430,Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Individual,Manual,First Owner,Maruti
2431,Mahindra Scorpio VLX 2WD BSIV,2014,700000,130000,Diesel,Individual,Manual,Third Owner,Mahindra
2432,Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner,Renault
2433,Maruti Alto K10 VXI,2015,320000,60000,Petrol,Individual,Manual,Second Owner,Maruti
2434,Honda City 1.5 S MT,2011,310000,110000,Petrol,Individual,Manual,First Owner,Honda
2435,Honda City i DTEC VX,2014,700000,130000,Diesel,Individual,Manual,First Owner,Honda
2436,Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Second Owner,Maruti
2437,Maruti Swift Dzire VDi,2009,150000,120000,Diesel,Individual,Manual,Second Owner,Maruti
2438,Honda Amaze E i-Dtech,2015,300000,104000,Diesel,Individual,Manual,Second Owner,Honda
2439,Maruti Swift Dzire LXi,2011,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti
2440,Honda City 1.3 EXI,2003,120000,132343,Petrol,Individual,Manual,Second Owner,Honda
2441,Hyundai Creta 1.4 CRDi S Plus,2016,950000,90000,Diesel,Individual,Manual,Second Owner,Hyundai
2442,Maruti Wagon R VXI BS IV,2007,100000,60000,Petrol,Individual,Manual,Second Owner,Maruti
2443,Honda Jazz 1.5 SV i DTEC,2015,450000,76000,Diesel,Individual,Manual,First Owner,Honda
2444,Maruti 800 EX,2004,30000,60000,Petrol,Individual,Manual,Third Owner,Maruti
2445,Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000,30000,Petrol,Individual,Manual,Second Owner,Mahindra
2446,Tata Indigo LS,2010,250000,96000,Diesel,Individual,Manual,Second Owner,Tata
2460,Maruti Alto VXi,2015,280000,26134,Petrol,Dealer,Manual,First Owner,Maruti
2464,Maruti Ritz VDi,2011,260000,52895,Diesel,Dealer,Manual,First Owner,Maruti
2465,Hyundai Verna SX Diesel,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,Hyundai
2466,Mahindra XUV500 W10 1.99 mHawk,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,Mahindra
2467,Mahindra Scorpio EX,2012,550000,60236,Diesel,Dealer,Manual,First Owner,Mahindra
2468,Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Second Owner,Maruti
2469,Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Third Owner,Maruti
2470,Mahindra Xylo E8,2009,290000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
2471,Fiat 500 Lounge,2008,250999,110000,Diesel,Individual,Manual,First Owner,Fiat
2472,Renault Triber RXT BSIV,2019,600000,10300,Petrol,Individual,Manual,First Owner,Renault
2473,Fiat Grande Punto EVO 1.3 Active,2014,270000,120000,Diesel,Individual,Manual,Second Owner,Fiat
2474,Tata New Safari 4X4 EX,2012,550000,142000,Diesel,Individual,Manual,First Owner,Tata
2475,Mahindra TUV 300 mHAWK100 T8,2017,800000,25000,Diesel,Individual,Manual,First Owner,Mahindra
2476,Tata Altroz XE,2020,500000,5000,Petrol,Individual,Manual,First Owner,Tata
2478,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000,28643,Petrol,Dealer,Manual,First Owner,Hyundai
2479,Honda City i DTEC VX,2014,600000,50000,Diesel,Individual,Manual,First Owner,Honda
2480,Maruti Wagon R ZXI 1.2,2019,575000,30000,Petrol,Dealer,Manual,First Owner,Maruti
2481,Hyundai Santro Sportz BSIV,2020,520000,5000,Petrol,Individual,Manual,First Owner,Hyundai
2482,Mahindra XUV500 AT W10 FWD,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,Mahindra
2483,Maruti Baleno Delta Automatic,2018,600000,7600,Petrol,Individual,Automatic,First Owner,Maruti
2484,Chevrolet Beat Diesel LS,2013,195000,47253,Diesel,Dealer,Manual,First Owner,Chevrolet
2485,Maruti Alto K10 VXI AGS,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,Maruti
2486,Tata Indica GLS BS IV,2010,75000,110000,Petrol,Individual,Manual,Second Owner,Tata
2487,Hyundai Grand i10 Sportz,2014,400000,25000,Petrol,Individual,Manual,First Owner,Hyundai
2488,Tata Indica Vista Terra 1.4 TDI,2009,93000,70000,Diesel,Individual,Manual,Second Owner,Tata
2489,Hyundai i20 Active S Petrol,2016,560000,68523,Petrol,Dealer,Manual,First Owner,Hyundai
2490,Hyundai EON 1.0 Era Plus,2019,400000,5000,Petrol,Individual,Manual,First Owner,Hyundai
2491,Tata Tigor 1.2 Revotron XT,2018,459999,40000,Petrol,Individual,Manual,First Owner,Tata
2492,Hyundai Xcent 1.2 CRDi E,2017,450000,43000,Diesel,Individual,Manual,First Owner,Hyundai
2493,Maruti Alto Green LXi (CNG),2010,88000,80251,CNG,Dealer,Manual,Second Owner,Maruti
2494,Hyundai i20 1.2 Era,2010,250000,34500,Petrol,Individual,Manual,Second Owner,Hyundai
2495,Ford Ikon 1.4 ZXi,2000,22000,42743,Petrol,Dealer,Manual,Third Owner,Ford
2496,Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner,Chevrolet
2497,Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner,Maruti
2498,Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner,Chevrolet
2499,BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,BMW
2500,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,Chevrolet
2502,Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner,Maruti
2503,Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,Ford
2504,Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner,Chevrolet
2505,Honda WR-V i-DTEC VX,2018,700000,30000,Diesel,Individual,Manual,First Owner,Honda
2506,Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner,Hyundai
2507,Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Individual,Manual,Second Owner,Maruti
2508,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,Petrol,Individual,Manual,First Owner,Mahindra
2509,Maruti Alto K10 VXI,2016,350000,20000,Petrol,Individual,Manual,First Owner,Maruti
2510,Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Individual,Manual,First Owner,Maruti
2511,Mitsubishi Montero 3.2 MT,2007,750000,180000,Diesel,Individual,Manual,First Owner,Mitsubishi
2512,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,70000,Diesel,Individual,Manual,Second Owner,Tata
2513,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai
2515,Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner,Ford
2516,Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,Hyundai
2517,Nissan Micra XL,2011,275000,40000,Petrol,Individual,Manual,Second Owner,Nissan
2518,Maruti 800 Std,2001,65000,60000,Petrol,Individual,Manual,Third Owner,Maruti
2519,Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Individual,Manual,First Owner,Maruti
2520,Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,Maruti
2528,Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,Tata
2541,Maruti Zen VX,2001,85000,86000,Petrol,Individual,Manual,Second Owner,Maruti
2542,Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner,Maruti
2543,Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Individual,Manual,First Owner,Maruti
2544,Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Individual,Manual,First Owner,Hyundai
2545,Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Individual,Manual,Second Owner,Tata
2546,Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,Maruti
2547,Maruti Zen D PS,2003,110000,120000,Diesel,Individual,Manual,Third Owner,Maruti
2548,Fiat Linea 1.3 Multijet Emotion,2015,550000,113600,Diesel,Individual,Manual,First Owner,Fiat
2549,Hyundai Santro Xing GLS,2008,190000,70000,Petrol,Individual,Manual,Third Owner,Hyundai
2550,Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner,Ford
2551,Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner,Ford
2552,Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner,Ford
2553,Honda City i VTEC V,2016,696000,138925,Petrol,Dealer,Manual,First Owner,Honda
2554,Honda Jazz 1.5 VX i DTEC,2016,596000,121764,Diesel,Dealer,Manual,First Owner,Honda
2555,Honda Jazz 1.2 VX i VTEC,2016,612000,105429,Petrol,Dealer,Manual,First Owner,Honda
2556,Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,Maruti
2557,Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,Tata
2558,Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,Maruti
2559,Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner,Chevrolet
2560,Maruti Wagon R VXI,2000,105000,80000,Petrol,Individual,Manual,First Owner,Maruti
2561,Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,Maruti
2562,Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,Tata
